web-scraper-order,web-scraper-start-url,big_figure_link,big_figure_link-href,figure_link,figure_link-href,name,description,image-src,retail_price,buy_price,auction_price
"1700781719-1886","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Thanos","https://www.actionfigure411.com/marvel/marvel-legends-avengers-thanos-baf-wave-2-price-guide.php","Batroc","https://www.actionfigure411.com/marvel/marvel-legends-thanos-batroc-392.php","Marvel Legends Batroc Thanos Build A Figure","Marvel Legends Batroc Thanos Build A Figure 
A French kickboxing mercenary, Batroc will fight anyone if it means getting paid. Comes with torso for build a figure Thanos.","/marvel/images/thumbs/batroc-392.jpg","C$27.40","C$32.25","C$27.07"
"1700781723-1887","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Thanos","https://www.actionfigure411.com/marvel/marvel-legends-avengers-endgame-thanos-baf-wave-1-price-guide.php","Ronin","https://www.actionfigure411.com/marvel/marvel-legends-thanos-ronin-1229.php","Marvel Legends Ronin Thanos Build A Figure","Marvel Legends Ronin Thanos Build A Figure 
Ronin Marvel Legends action figure from the Avengers Endgame Armored Thanos Build A Figure series. Clint Barton is a master sharpshooter and skilled martial artist who fights alongside the Avengers. Includes Left Arm to complete BAF.","/marvel/images/thumbs/ronin-1229.jpg","C$27.40","C$50.51","C$43.80"
"1700781726-1888","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Thanos","https://www.actionfigure411.com/marvel/marvel-legends-avengers-endgame-thanos-baf-wave-1-price-guide.php","Nighthawk","https://www.actionfigure411.com/marvel/marvel-legends-thanos-nighthawk-1232.php","Marvel Legends Nighthawk Thanos Build A Figure","Marvel Legends Nighthawk Thanos Build A Figure 
Nighthawk Marvel Legends action figure from the Avengers Endgame Armored Thanos Build A Figure series. Originally a member of Squadron Sinister, the wealthy Kyle Richmond has a change of heart and joins the Defenders. Includes Right Arm to complete BAF.","/marvel/images/thumbs/nighthawk-1232.jpg","C$27.40","C$27.48","C$29.45"
"1700781728-1889","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Thanos","https://www.actionfigure411.com/marvel/marvel-legends-avengers-endgame-thanos-baf-wave-1-price-guide.php","Living Laser","https://www.actionfigure411.com/marvel/marvel-legends-thanos-living-laser-1231.php","Marvel Legends Living Laser Thanos Build A Figure","Marvel Legends Living Laser Thanos Build A Figure 
Living Laser Marvel Legends action figure from the Avengers Endgame Armored Thanos Build A Figure series. Driven mad by jealousy, the brilliant research scientst Arthur Parks becomes the villainous Living Laser. Arthur Parks develops laser-projecting abilities and becomes the Living Laser. Includes Torso to complete BAF.","/marvel/images/thumbs/living-laser-1231.jpg","C$27.40","C$23.89","C$20.22"
"1700781730-1890","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Thanos","https://www.actionfigure411.com/marvel/marvel-legends-avengers-endgame-thanos-baf-wave-1-price-guide.php","Hercules","https://www.actionfigure411.com/marvel/marvel-legends-thanos-hercules-1234.php","Marvel Legends Hercules Thanos Build A Figure","Marvel Legends Hercules Thanos Build A Figure 
Hercules Marvel Legends action figure from the Avengers Endgame Armored Thanos Build A Figure series. An immortal champion of Olympus, Hercules uses his immense strength to battle evil and protect the world. Includes the Head to complete BAF.","/marvel/images/thumbs/hercules-1234.jpg","C$27.40","C$31.47","C$42.24"
"1700781732-1891","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Thanos","https://www.actionfigure411.com/marvel/marvel-legends-avengers-endgame-thanos-baf-wave-1-price-guide.php","Ebony Maw","https://www.actionfigure411.com/marvel/marvel-legends-thanos-ebony-maw-1230.php","Marvel Legends Ebony Maw Thanos Build A Figure","Marvel Legends Ebony Maw Thanos Build A Figure 
Ebony Maw Marvel Legends action figure from the Avengers Endgame Armored Thanos Build A Figure series. The dangerous Ebony Maw puts his powers of persuasion to sinister use in service of the evil Thanos. Includes Left Leg to complete BAF.","/marvel/images/thumbs/ebony-maw-1230.jpg","C$27.40","C$29.78","C$24.66"
"1700781734-1892","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Thanos","https://www.actionfigure411.com/marvel/marvel-legends-avengers-endgame-thanos-baf-wave-1-price-guide.php","Citizen V","https://www.actionfigure411.com/marvel/marvel-legends-thanos-citizen-v-1233.php","Marvel Legends Citizen V Thanos Build A Figure","Marvel Legends Citizen V Thanos Build A Figure 
Citizen V Marvel Legends action figure from the Avengers Endgame Armored Thanos Build A Figure series. Includes Right Leg to complete BAF.","/marvel/images/thumbs/citizen-v-1233.jpg","C$27.40","C$26.44","C$22.81"
"1700781737-1893","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Thanos","https://www.actionfigure411.com/marvel/marvel-legends-avengers-endgame-thanos-baf-wave-1-price-guide.php","Captain America (Endgame)","https://www.actionfigure411.com/marvel/marvel-legends-thanos-captain-america-endgame-1235.php","Marvel Legends Captain America (Endgame) Thanos Build A Figure","Marvel Legends Captain America (Endgame) Thanos Build A Figure 
Captain America Marvel Legends action figure from the Avengers Endgame Armored Thanos Build A Figure series. The First Avenger, Steve Rogers continues to protect the world from evil as the star-spangled hero, Captain America. Does not include a BAF part.","/marvel/images/thumbs/captain-america-endgame-1235.jpg","C$27.40","C$21.07","C$22.96"
"1700781739-1894","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Thanos","https://www.actionfigure411.com/marvel/marvel-legends-avengers-endgame-thanos-baf-wave-1-price-guide.php","Armored Thanos (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-thanos-armored-thanos-baf-582.php","Marvel Legends Armored Thanos (BAF) Thanos Build A Figure","Marvel Legends Armored Thanos (BAF) Thanos Build A Figure 
Armored Thanos BAF from Avengers Endgame movie.","/marvel/images/thumbs/armored-thanos-baf-582.jpg","Marvel","C$53.70","C$52.07"
"1700781743-1895","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Thanos","https://www.actionfigure411.com/marvel/marvel-legends-avengers-infinity-war-thanos-baf-wave-1-price-guide.php","Thanos (Infinity War - BAF)","https://www.actionfigure411.com/marvel/marvel-legends-thanos-thanos-infinity-war-baf-1005.php","Marvel Legends Thanos (Infinity War - BAF) Thanos Build A Figure","Marvel Legends Thanos (Infinity War - BAF) Thanos Build A Figure 
Thanos Build A Figure as part of the Avengers Infinity War movie. Referred to as the Dark Lord, his mission is to obtain all of the Infinity Stones.","/marvel/images/thumbs/thanos-infinity-war-baf-1005.jpg","Marvel","C$49.31","C$46.94"
"1700781745-1896","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Thanos","https://www.actionfigure411.com/marvel/marvel-legends-avengers-infinity-war-thanos-baf-wave-1-price-guide.php","Taskmaster","https://www.actionfigure411.com/marvel/marvel-legends-thanos-taskmaster-1006.php","Marvel Legends Taskmaster Thanos Build A Figure","Marvel Legends Taskmaster Thanos Build A Figure 
Taskmaster from the Thanos Build A Figure collection as part of the Avengers Infinity War movie. Includes right leg to complete Thanos BAF. An expert of mimicry. Taskmaster copies the stunts and skills of his opposition to beat them at their own game.","/marvel/images/thumbs/taskmaster-1006.jpg","C$27.40","C$46.90","C$42.38"
"1700781748-1897","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Thanos","https://www.actionfigure411.com/marvel/marvel-legends-avengers-infinity-war-thanos-baf-wave-1-price-guide.php","Spider Man","https://www.actionfigure411.com/marvel/marvel-legends-thanos-spider-man-1001.php","Marvel Legends Spider Man Thanos Build A Figure","Marvel Legends Spider Man Thanos Build A Figure 
Spider Man from the Thanos Build A Figure collection as part of the Avengers Infinity War movie. Advanced technology and high-tech gear are signature marks of the web-slinging hero, Spider-Man. Includes left leg to complete Thanos BAF.","/marvel/images/thumbs/spider-man-1001.jpg","C$27.40","C$43.46","C$36.55"
"1700781750-1898","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Thanos","https://www.actionfigure411.com/marvel/marvel-legends-avengers-infinity-war-thanos-baf-wave-1-price-guide.php","Songbird","https://www.actionfigure411.com/marvel/marvel-legends-thanos-songbird-1003.php","Marvel Legends Songbird Thanos Build A Figure","Marvel Legends Songbird Thanos Build A Figure 
Songbird from the Thanos Build A Figure collection as part of the Avengers Infinity War movie. A cacophony of skill and supersonic powers make Melissa Gold the high-pitched hero, Songbird. Includes right arm to complete Thanos BAF.","/marvel/images/thumbs/songbird-1003.jpg","C$27.40","C$28.63","C$25.84"
"1700781752-1899","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Thanos","https://www.actionfigure411.com/marvel/marvel-legends-avengers-infinity-war-thanos-baf-wave-1-price-guide.php","Serpent Society","https://www.actionfigure411.com/marvel/marvel-legends-thanos-serpent-society-1004.php","Marvel Legends Serpent Society Thanos Build A Figure","Marvel Legends Serpent Society Thanos Build A Figure 
Serpent Society King Cobra from the Thanos Build A Figure collection as part of the Avengers Infinity War movie. The leader of the Serpent Society, Klaus Voorhees uses powerful venom to strike down his enemies. Includes left arm to complete Thanos BAF.","/marvel/images/thumbs/serpent-society-1004.jpg","C$27.40","C$39.32","C$30.56"
"1700781754-1900","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Thanos","https://www.actionfigure411.com/marvel/marvel-legends-avengers-infinity-war-thanos-baf-wave-1-price-guide.php","Proxima Midnight","https://www.actionfigure411.com/marvel/marvel-legends-thanos-proxima-midnight-1002.php","Marvel Legends Proxima Midnight Thanos Build A Figure","Marvel Legends Proxima Midnight Thanos Build A Figure 
Proxima Midnight from the Thanos Build A Figure collection as part of the Avengers Infinity War movie. A lieutenant of the Black Order, Proxima Midnight serves Thanos in his quest for ultimate power. Includes torso to complete Thanos BAF.","/marvel/images/thumbs/proxima-midnight-1002.jpg","C$27.40","C$30.85","C$29.11"
"1700781758-1901","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Thanos","https://www.actionfigure411.com/marvel/marvel-legends-avengers-infinity-war-thanos-baf-wave-1-price-guide.php","Captain America (Infinity War)","https://www.actionfigure411.com/marvel/marvel-legends-thanos-captain-america-infinity-war-999.php","Marvel Legends Captain America (Infinity War) Thanos Build A Figure","Marvel Legends Captain America (Infinity War) Thanos Build A Figure 
Captain America from the Thanos Build A Figure collection as part of the Avengers Infinity War movie. From the streets of Brooklyn to the intergalactic stage, Steve Rogers defends justice as Captain America. Includes head to complete Thanos BAF.","/marvel/images/thumbs/captain-america-infinity-war-999.jpg","C$27.40","C$29.39","C$28.78"
"1700781763-1902","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Terrax","https://www.actionfigure411.com/marvel/marvel-legends-terrax-baf-wave-1-price-guide.php","Thor","https://www.actionfigure411.com/marvel/marvel-legends-terrax-thor-726.php","Marvel Legends Thor Terrax Build A Figure","Marvel Legends Thor Terrax Build A Figure 
This heroic THOR figure is like no THOR figure youve ever seen! He has his mighty hammer and the courage to go up against TERRAX and other supervillains. Get him into the fight!","/marvel/images/thumbs/thor-726.jpg","C$27.40","C$32.72","C$29.47"
"1700781765-1903","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Terrax","https://www.actionfigure411.com/marvel/marvel-legends-terrax-baf-wave-1-price-guide.php","Terrax (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-terrax-terrax-baf-732.php","Marvel Legends Terrax (BAF) Terrax Build A Figure","Marvel Legends Terrax (BAF) Terrax Build A Figure 
Terrax BAF figure.","/marvel/images/thumbs/terrax-baf-732.jpg","Marvel","C$55.50","C$45.68"
"1700781767-1904","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Terrax","https://www.actionfigure411.com/marvel/marvel-legends-terrax-baf-wave-1-price-guide.php","Steve Rogers (Clear Shield)","https://www.actionfigure411.com/marvel/marvel-legends-terrax-steve-rogers-clear-shield-730.php","Marvel Legends Steve Rogers (Clear Shield) Terrax Build A Figure","Marvel Legends Steve Rogers (Clear Shield) Terrax Build A Figure 
Steve Rodgers variant with a clear shield","/marvel/images/thumbs/steve-rogers-clear-shield-730.jpg","C$27.40","C$35.64","C$34.27"
"1700781769-1905","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Terrax","https://www.actionfigure411.com/marvel/marvel-legends-terrax-baf-wave-1-price-guide.php","Steve Rogers","https://www.actionfigure411.com/marvel/marvel-legends-terrax-steve-rogers-731.php","Marvel Legends Steve Rogers Terrax Build A Figure","Marvel Legends Steve Rogers Terrax Build A Figure 
When you get this heroic STEVE ROGERS figure, you also get the lower torso for his mighty and scary nemesis","/marvel/images/thumbs/steve-rogers-731.jpg","C$27.40","null","C$16.79"
"1700781771-1906","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Terrax","https://www.actionfigure411.com/marvel/marvel-legends-terrax-baf-wave-1-price-guide.php","Klaw","https://www.actionfigure411.com/marvel/marvel-legends-terrax-klaw-723.php","Marvel Legends Klaw Terrax Build A Figure","Marvel Legends Klaw Terrax Build A Figure 
Terrax is a supervillain who uses his massive strength and powers to create chaos. Now you can build your own Terrax figure, with the parts that come with these cool Marvel Legends figures. When you get this menacing Marvel's Klaw figure, you also get the left leg for his mighty and scary ally","/marvel/images/thumbs/klaw-723.jpg","C$27.40","C$19.96","C$18.27"
"1700781774-1907","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Terrax","https://www.actionfigure411.com/marvel/marvel-legends-terrax-baf-wave-1-price-guide.php","Iron Man (Stealth Armor)","https://www.actionfigure411.com/marvel/marvel-legends-terrax-iron-man-stealth-armor-728.php","Marvel Legends Iron Man (Stealth Armor) Terrax Build A Figure","Marvel Legends Iron Man (Stealth Armor) Terrax Build A Figure 
Stealth Iron Man Variant with blue suit. TELEPATHIC CONTROLS. BIOLOGICAL INTEGRATION.

MEET THE NEW INVINCIBLE: IRON MAN ENHANCED BY EXTREMIS!



Includes Right Leg to complete Terrax Build-A-Figure.","/marvel/images/thumbs/iron-man-stealth-armor-728.jpg","C$27.40","null","C$20.56"
"1700781776-1908","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Terrax","https://www.actionfigure411.com/marvel/marvel-legends-terrax-baf-wave-1-price-guide.php","Iron Man","https://www.actionfigure411.com/marvel/marvel-legends-terrax-iron-man-722.php","Marvel Legends Iron Man Terrax Build A Figure","Marvel Legends Iron Man Terrax Build A Figure 
Terrax is a supervillain who uses his massive strength and powers to create chaos. Now you can build your own Terrax figure, with the parts that come with these cool Marvel Legends figures. When you get this heroic Extremis Iron Man figure, you also get the right leg for his mighty and scary nemesis.","/marvel/images/thumbs/iron-man-722.jpg","C$27.40","C$20.72","C$17.80"
"1700781778-1909","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Terrax","https://www.actionfigure411.com/marvel/marvel-legends-terrax-baf-wave-1-price-guide.php","Hope Summers","https://www.actionfigure411.com/marvel/marvel-legends-terrax-hope-summers-727.php","Marvel Legends Hope Summers Terrax Build A Figure","Marvel Legends Hope Summers Terrax Build A Figure 
Terrax is a supervillain who uses his massive strength and powers to create chaos. Now you can build your own Terrax figure, with the parts that come with these cool Marvel Legends figures. When you get this heroic X-Men's Hope Summers figure, you also get the head and axe for her mighty and scary nemesis.","/marvel/images/thumbs/hope-summers-727.jpg","C$27.40","C$30.48","C$26.03"
"1700781780-1910","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Terrax","https://www.actionfigure411.com/marvel/marvel-legends-terrax-baf-wave-1-price-guide.php","Ghost Rider (Blue Flame)","https://www.actionfigure411.com/marvel/marvel-legends-terrax-ghost-rider-blue-flame-724.php","Marvel Legends Ghost Rider (Blue Flame) Terrax Build A Figure","Marvel Legends Ghost Rider (Blue Flame) Terrax Build A Figure 
Terrax is a supervillain who uses his massive strength and powers to create chaos. Now you can build your own Terrax figure, with the parts that come with these cool Marvel Legends figures. When you get this heroic Ghost Rider figure, you also get the left and right arms for his mighty and scary nemesis.","/marvel/images/thumbs/ghost-rider-blue-flame-724.jpg","C$27.40","C$50.40","C$46.04"
"1700781782-1911","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Terrax","https://www.actionfigure411.com/marvel/marvel-legends-terrax-baf-wave-1-price-guide.php","Ghost Rider (Yellow Flame)","https://www.actionfigure411.com/marvel/marvel-legends-terrax-ghost-rider-yellow-flame-729.php","Marvel Legends Ghost Rider (Yellow Flame) Terrax Build A Figure","Marvel Legends Ghost Rider (Yellow Flame) Terrax Build A Figure 
Ghost Rider with Yellow Flames variant","/marvel/images/thumbs/ghost-rider-yellow-flame-729.jpg","C$27.40","C$66.12","C$62.33"
"1700781784-1912","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Terrax","https://www.actionfigure411.com/marvel/marvel-legends-terrax-baf-wave-1-price-guide.php","Constrictor","https://www.actionfigure411.com/marvel/marvel-legends-terrax-constrictor-725.php","Marvel Legends Constrictor Terrax Build A Figure","Marvel Legends Constrictor Terrax Build A Figure 
Terrax is a supervillain who uses his massive strength and powers to create chaos. Now you can build your own Terrax figure with the parts that come with these cool Marvel Legends figures! When you get this menacing Constrictor figure, you also get the upper torso for his mighty and scary ally.","/marvel/images/thumbs/constrictor-725.jpg","C$27.40","C$52.52","C$42.20"
"1700781789-1913","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Super Skrull","https://www.actionfigure411.com/marvel/marvel-legends-fantastic-four-super-skrull-baf-wave-1-price-guide.php","Thing","https://www.actionfigure411.com/marvel/marvel-legends-super-skrull-thing-1330.php","Marvel Legends Thing Super Skrull Build A Figure","Marvel Legends Thing Super Skrull Build A Figure 
Marvel Legends Thing as part of the Super Skrull Build-A-Figure series. Includes head to complete Super Skull BAF. Bombarded by cosmic rays, Ben Grimm develops thick, orange skin and superhuman strength.","/marvel/images/thumbs/thing-1330.jpg","C$27.40","C$30.70","C$26.37"
"1700781791-1914","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Super Skrull","https://www.actionfigure411.com/marvel/marvel-legends-fantastic-four-super-skrull-baf-wave-1-price-guide.php","Super Skrull (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-super-skrull-super-skrull-baf-1339.php","Marvel Legends Super Skrull (BAF) Super Skrull Build A Figure","Marvel Legends Super Skrull (BAF) Super Skrull Build A Figure 
Marvel Legends Super Skrull BAF.","/marvel/images/thumbs/super-skrull-baf-1339.jpg","Marvel","C$51.10","C$66.34"
"1700781793-1915","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Super Skrull","https://www.actionfigure411.com/marvel/marvel-legends-fantastic-four-super-skrull-baf-wave-1-price-guide.php","She-Hulk","https://www.actionfigure411.com/marvel/marvel-legends-super-skrull-she-hulk-1336.php","Marvel Legends She-Hulk Super Skrull Build A Figure","Marvel Legends She-Hulk Super Skrull Build A Figure 
Marvel Legends She-Hulk as part of the Super Skrull Build-A-Figure series. Includes right arm to complete Super Skrull BAF. Jennifer Walters struggles to control her Anger, and keep the powerful Hulk at bay.","/marvel/images/thumbs/she-hulk-1336.jpg","C$27.40","C$50.79","C$43.24"
"1700781795-1916","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Super Skrull","https://www.actionfigure411.com/marvel/marvel-legends-fantastic-four-super-skrull-baf-wave-1-price-guide.php","Mr. Fantastic","https://www.actionfigure411.com/marvel/marvel-legends-super-skrull-mr-fantastic-1335.php","Marvel Legends Mr. Fantastic Super Skrull Build A Figure","Marvel Legends Mr. Fantastic Super Skrull Build A Figure 
Marvel Legends Mr. Fantastic as part of the Super Skrull Build-A-Figure series. Includes right leg to complete Super Skrull BAF. Reed Richards is a brilliant scientist with the ability to stretch his body into any shape.","/marvel/images/thumbs/mr-fantastic-1335.jpg","C$27.40","C$47.96","C$35.09"
"1700781797-1917","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Super Skrull","https://www.actionfigure411.com/marvel/marvel-legends-fantastic-four-super-skrull-baf-wave-1-price-guide.php","Invisible Woman","https://www.actionfigure411.com/marvel/marvel-legends-super-skrull-invisible-woman-1327.php","Marvel Legends Invisible Woman Super Skrull Build A Figure","Marvel Legends Invisible Woman Super Skrull Build A Figure 
Marvel Legends Invisible Woman as part of the Super Skrull Build-A-Figure series. Includes torso to complete Super Skull BAF. Sue Storm has the ability to bend light, making herself and others invisible.","/marvel/images/thumbs/invisible-woman-1327.jpg","C$27.40","C$31.10","C$27.54"
"1700781800-1918","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Super Skrull","https://www.actionfigure411.com/marvel/marvel-legends-fantastic-four-super-skrull-baf-wave-1-price-guide.php","Human Torch","https://www.actionfigure411.com/marvel/marvel-legends-super-skrull-human-torch-1334.php","Marvel Legends Human Torch Super Skrull Build A Figure","Marvel Legends Human Torch Super Skrull Build A Figure 
Marvel Legends Human Torch as part of the Super Skrull Build-A-Figure series. Includes left arm to complete Super Skrull BAF. Johnny Storm can transform his body into incredibly hot plasma, control fire, and fly.","/marvel/images/thumbs/human-torch-1334.jpg","C$27.40","C$31.96","C$39.99"
"1700781802-1919","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Super Skrull","https://www.actionfigure411.com/marvel/marvel-legends-fantastic-four-super-skrull-baf-wave-1-price-guide.php","Doctor Doom","https://www.actionfigure411.com/marvel/marvel-legends-super-skrull-doctor-doom-1328.php","Marvel Legends Doctor Doom Super Skrull Build A Figure","Marvel Legends Doctor Doom Super Skrull Build A Figure 
Marvel Legends Doctor Doom as part of the Super Skrull Build-A-Figure series. Includes left leg to complete Super Skull BAF. Victor von doom uses his incredible intelligence and mystical abilities to oppose the fantastic Four.","/marvel/images/thumbs/doctor-doom-1328.jpg","C$27.40","C$73.01","C$67.09"
"1700781806-1920","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Sugar Man","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-sugar-man-baf-wave-1-price-guide.php","X-Man","https://www.actionfigure411.com/marvel/marvel-legends-sugar-man-x-man-1380.php","Marvel Legends X-Man Sugar Man Build A Figure","Marvel Legends X-Man Sugar Man Build A Figure 
Nate Grey travels between dimensions armed with astonishing psychic powers. Includes the arms to complete Sugar Man Sugar Man Build-A-Figure.","/marvel/images/thumbs/x-man-1380.jpg","C$27.40","C$25.42","C$26.71"
"1700781808-1921","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Sugar Man","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-sugar-man-baf-wave-1-price-guide.php","Wild Child","https://www.actionfigure411.com/marvel/marvel-legends-sugar-man-wild-child-1383.php","Marvel Legends Wild Child Sugar Man Build A Figure","Marvel Legends Wild Child Sugar Man Build A Figure 
Enhanced regeneration and superhuman senses make Wild Child an excellent tracker. Includes chest to complete Sugar Man Sugar Man Build-A-Figure.","/marvel/images/thumbs/wild-child-1383.jpg","C$27.40","C$20.82","C$18.39"
"1700781810-1922","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Sugar Man","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-sugar-man-baf-wave-1-price-guide.php","Weapon X","https://www.actionfigure411.com/marvel/marvel-legends-sugar-man-weapon-x-1382.php","Marvel Legends Weapon X Sugar Man Build A Figure","Marvel Legends Weapon X Sugar Man Build A Figure 
Armed with adamantium claws and superhuman healing abilities, Weapon X joins the battle against Apocalypse. Includes right foot to complete Sugar Man Sugar Man Build-A-Figure.","/marvel/images/thumbs/weapon-x-1382.jpg","C$27.40","C$20.42","C$17.41"
"1700781813-1923","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Sugar Man","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-sugar-man-baf-wave-1-price-guide.php","Sunfire","https://www.actionfigure411.com/marvel/marvel-legends-sugar-man-sunfire-1385.php","Marvel Legends Sunfire Sugar Man Build A Figure","Marvel Legends Sunfire Sugar Man Build A Figure 
Scorching ionized plasma allows Sunfire to fly, protect himself, and blast his enemies. Includes arms to complete Sugar Man Sugar Man Build-A-Figure.","/marvel/images/thumbs/sunfire-1385.jpg","C$27.40","C$29.99","C$28.07"
"1700781815-1924","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Sugar Man","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-sugar-man-baf-wave-1-price-guide.php","Sugar Man (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-sugar-man-sugar-man-baf-1387.php","Marvel Legends Sugar Man (BAF) Sugar Man Build A Figure","Marvel Legends Sugar Man (BAF) Sugar Man Build A Figure 
Sugar Man originally comes from an alternate timeline Earth-295, where Apocalypse conquered North America and set up a system in which mutants ruled. Sugar Man was a student of Mister Sinister, who taught him genetics and science. He becomes a capable geneticist with a lab at Niagara Falls where he regularly torments his human slaves.","/marvel/images/thumbs/sugar-man-baf-1387.jpg","Marvel","C$54.51","C$50.34"
"1700781819-1925","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Sugar Man","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-sugar-man-baf-wave-1-price-guide.php","Jean Grey","https://www.actionfigure411.com/marvel/marvel-legends-sugar-man-jean-grey-1381.php","Marvel Legends Jean Grey Sugar Man Build A Figure","Marvel Legends Jean Grey Sugar Man Build A Figure 
Jean Grey can read and project thoughts and stun opponents with pure psionic force. Includes head and torso to complete Sugar Man Sugar Man Build-A-Figure.","/marvel/images/thumbs/jean-grey-1381.jpg","C$27.40","C$21.89","C$19.39"
"1700781821-1926","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Sugar Man","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-sugar-man-baf-wave-1-price-guide.php","Dark Beast","https://www.actionfigure411.com/marvel/marvel-legends-sugar-man-dark-beast-1384.php","Marvel Legends Dark Beast Sugar Man Build A Figure","Marvel Legends Dark Beast Sugar Man Build A Figure 
Dr. Henry McCoy constantly experiments on himself to enhance his superhuman powers. Includes hammer to complete Sugar Man Sugar Man Build-A-Figure.","/marvel/images/thumbs/dark-beast-1384.jpg","C$27.40","C$39.06","C$33.47"
"1700781826-1927","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Strong Guy","https://www.actionfigure411.com/marvel/marvel-legends-deadpool-strong-guy-baf-wave-1-price-guide.php","Warpath","https://www.actionfigure411.com/marvel/marvel-legends-strong-guy-warpath-1455.php","Marvel Legends Warpath Strong Guy Build A Figure","Marvel Legends Warpath Strong Guy Build A Figure 
A powerful mutant with superhuman strength and speed, Warpath is a formidable warrior with a proud and noble heart. Includes Right Leg to complete Strong Guy Build-A-Figure","/marvel/images/thumbs/warpath-1455.jpg","C$27.40","C$26.11","C$21.48"
"1700781828-1928","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Strong Guy","https://www.actionfigure411.com/marvel/marvel-legends-deadpool-strong-guy-baf-wave-1-price-guide.php","Sunspot","https://www.actionfigure411.com/marvel/marvel-legends-strong-guy-sunspot-1458.php","Marvel Legends Sunspot Strong Guy Build A Figure","Marvel Legends Sunspot Strong Guy Build A Figure 
In his solar form, Sunspot possesses the supreme power and cosmic durability of a supernova. Includes BAF part Torso to complete Strong Guy Build-A-Figure.","/marvel/images/thumbs/sunspot-1458.jpg","C$27.40","C$25.08","C$23.92"
"1700781830-1929","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Strong Guy","https://www.actionfigure411.com/marvel/marvel-legends-deadpool-strong-guy-baf-wave-1-price-guide.php","Strong Guy (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-strong-guy-strong-guy-baf-1457.php","Marvel Legends Strong Guy (BAF) Strong Guy Build A Figure","Marvel Legends Strong Guy (BAF) Strong Guy Build A Figure 
According to his own admission, Guido was a nerdy-looking kid in his early life, bullied by other children. He discovered his mutant ability at a young age, when he was struck by a school bus, and no one bullied him again.","/marvel/images/thumbs/strong-guy-baf-1457.jpg","Marvel","C$83.44","C$75.10"
