web-scraper-order,web-scraper-start-url,figure_link,figure_link-href,name,description,image-src,price
"1700702200-1541","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Acid Storm MP-01","https://www.actionfigure411.com/transformers/masterpiece/hasbro/acid-storm-mp-01-639.php","Transformers Masterpiece Acid Storm MP-01","Transformers Masterpiece Acid Storm MP-01 
TRANSFORMERS MASTERPIECE ACTION FIGURE - ACID STORM Little is known about the mysterious air warrior Acid Storm. He serves quietly and anonymously under his commander Starscream and Lord Megatron. He speaks rarely, but when he does, it is in passionate defense of the Decepticon cause. His oratory skill is so great that those few who have heard him speak believe he has a great future among the Decepticons. But Acid Storm has no ambition other than to soar high in the sky, seeding clouds with the deadly corrosive rain that gives him his name.","/transformers/images/thumbs/acid-storm-mp-01-639.jpg","C$187.07"
"1700702203-1542","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Soundwave Year of Goat","https://www.actionfigure411.com/transformers/masterpiece/hasbro/soundwave-year-of-goat-649.php","Transformers Masterpiece Soundwave Year of Goat","Transformers Masterpiece Soundwave Year of Goat 
Celebrate the Year of The Goat with this special edition Soundwave Figure! Stunning redeco of the original Masterpiece Soundwave!



Includes five transforming microcassettes of Ravage, Laserbeak, Buzzsaw, Decepticon Rumble and Decepticon Frenzy. Weapons include concussion blaster and Megatron gun","/transformers/images/thumbs/soundwave-year-of-goat-649.jpg","C$183.61"
"1700702205-1543","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Thundercracker","https://www.actionfigure411.com/transformers/masterpiece/hasbro/thundercracker-638.php","Transformers Masterpiece Thundercracker","Transformers Masterpiece Thundercracker 
Thundercracker looks down on those who cannot fly with sneering disdain, often going out his way to attack creatures that cannot fly, just to prove his superiority.","/transformers/images/thumbs/thundercracker-638.jpg","C$146.14"
"1700702207-1544","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Optimus Prime","https://www.actionfigure411.com/transformers/masterpiece/hasbro/optimus-prime-637.php","Transformers Masterpiece Optimus Prime","Transformers Masterpiece Optimus Prime 
For millions of years, noble Optimus Prime has lead the Autobots in their war against the tyranny of the Megatron and his evil Decepticons.","/transformers/images/thumbs/optimus-prime-637.jpg","null"
"1700702209-1545","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Rodimus Prime","https://www.actionfigure411.com/transformers/masterpiece/hasbro/rodimus-prime-636.php","Transformers Masterpiece Rodimus Prime","Transformers Masterpiece Rodimus Prime 
Before the coming of Unicron, Rodimus was already a talented warrior, recognized by his comrades for his potential and his lack of patience. When he became Rodimus Prime, he immediately set out to lead from the front. He was always the first on the battlefield, and the last off, thrusting himself into the deepest danger rather than asking any of the robots under his command to sacrifice themselves.","/transformers/images/thumbs/rodimus-prime-636.jpg","null"
"1700702211-1546","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Grimlock","https://www.actionfigure411.com/transformers/masterpiece/hasbro/grimlock-635.php","Transformers Masterpiece Grimlock","Transformers Masterpiece Grimlock 
Exclusive Masterpiece Grimlock exclusive to Toys-R-Us. Weakness offends Grimlock, he considers none so weak as those who refuse to use their full strength to command victories. As a result, he's never had much respect for Optimus Prime. He barely even considers himself and his Dinobots to be part of the Autobot army most of the time. He only grudgingly helps the heroic Autobots because the tyranny of Megatron offends him even more than weakness. He longs for the day when Optimus Prime makes a final mistake, a vacancy that Grimlock will be more than happy to fill.","/transformers/images/thumbs/grimlock-635.jpg","C$241.86"
"1700702213-1547","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Skywarp","https://www.actionfigure411.com/transformers/masterpiece/hasbro/skywarp-634.php","Transformers Masterpiece Skywarp","Transformers Masterpiece Skywarp 
SKYWARP appears once again, reproduced in near-perfect detail. He is a cheap and dirty thug who takes simple joy in catching friend and foe alike unaware. Though he's too lazy to be an effective warrior without direct supervision, he puts immeasurable effort into planning the pranks he pulls on whichever target wanders into his sensor net. He'd rather lounge around on the airstrip than fight, but he's always ready to slash a few tires. Get ready to roll out with this awesome warrior! Rendered in intricate detail with a posable and highly-articulated body, this MASTERPIECE SKYWARP figure is primed for battle in robot mode. Convert him to super-sleek fighter jet vehicle mode and make him soar over all of his enemies!","/transformers/images/thumbs/skywarp-634.jpg","null"
"1700702216-1548","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Starscream","https://www.actionfigure411.com/transformers/masterpiece/hasbro/starscream-633.php","Transformers Masterpiece Starscream","Transformers Masterpiece Starscream 
This version of Masterpiece Starscream was only available at Wal-Mart stores in the US, and then with a slight variation in Japan. This is the Wal-Mart edition, exclusive to Wal-Mart stores and Masterpiece Starscream in his tell-tale G1 color scheme. A Masterpiece of a toy, this is one amazing display piece for every seeker fan!","/transformers/images/thumbs/starscream-633.jpg","C$178.13"
"1700702218-1549","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","20th Anniversary Optimus Prime","https://www.actionfigure411.com/transformers/masterpiece/hasbro/20th-anniversary-optimus-prime-577.php","Transformers Masterpiece 20th Anniversary Optimus Prime","Transformers Masterpiece 20th Anniversary Optimus Prime 
20th Anniversary Optimus Prime by Hasbro","/transformers/images/thumbs/20th-anniversary-optimus-prime-577.jpg","C$277.43"
"1700702220-1550","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Bonecrusher MPM-14","https://www.actionfigure411.com/transformers/masterpiece/special-edition/bonecrusher-mpm-14-7147.php","Transformers Masterpiece Bonecrusher MPM-14","Transformers Masterpiece Bonecrusher MPM-14 
Bonecrusher MPM-14 features die cast parts, over 180 deco ops, and over 50 points of articulation, this Bonecrusher figure was inspired by the CAD files from the first live action Transformers movie



This Bonecrusher figure features specs and details inspired by the character’s appearance in the first live action Transformers movie and includes an alternate face, alternate claws, and 6 blast effects. Bonecrusher figure converts between movie-accurate robot and mine-protected vehicle modes in 84 steps and features articulated arms, legs, waist, head, and mine fork.","/transformers/images/thumbs/bonecrusher-mpm-14-7147.jpg","C$318.44"
"1700702222-1551","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Ironhide MPM-6","https://www.actionfigure411.com/transformers/masterpiece/special-edition/ironhide-mpm-6-1114.php","Transformers Masterpiece Ironhide MPM-6","Transformers Masterpiece Ironhide MPM-6 
Joining the Transformers Masterpiece Movie Series is the Autobot warrior Ironhide from the 2007 Transformers movie. Ironhide is armed with two cannons and features articulated fingers, a poseable neck, and moveable faceplate. He is able to convert from robot to GMC Heavy Duty Topkick 6500 4x4 Crew Cab in 45 steps.","/transformers/images/thumbs/ironhide-mpm-6-1114.jpg","C$226.66"
"1700702224-1552","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Barricade MPM-5","https://www.actionfigure411.com/transformers/masterpiece/special-edition/barricade-mpm-5-1113.php","Transformers Masterpiece Barricade MPM-5","Transformers Masterpiece Barricade MPM-5 
Transformers Masterpiece Barricade MPM-5 action figure.","/transformers/images/thumbs/barricade-mpm-5-1113.jpg","C$102.95"
"1700702227-1553","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Optimus Prime MPM-4","https://www.actionfigure411.com/transformers/masterpiece/special-edition/optimus-prime-mpm-4-1112.php","Transformers Masterpiece Optimus Prime MPM-4","Transformers Masterpiece Optimus Prime MPM-4 
Optimus Prime MPM-4 reproduced from the Transformers movie.","/transformers/images/thumbs/optimus-prime-mpm-4-1112.jpg","C$342.99"
"1700702229-1554","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Bumblebee MPM-3","https://www.actionfigure411.com/transformers/masterpiece/special-edition/bumblebee-mpm-3-1111.php","Transformers Masterpiece Bumblebee MPM-3","Transformers Masterpiece Bumblebee MPM-3 
This Bumblebee MPM-3 figure is perfect for fans and collectors alike, with features inspired by the explosive 2007 Transformers cinematic hit. The figure showcases Bumblebee in a sleek Chevrolet Camaro design rendered with impressive attention to movie detail. The figure features premium die-cast additions and comes with a Stinger Blaster weapon accessory. Gear Bumblebee up for action with a flip-down battle mask and extendable fingers. Converts from robot to Chevrolet Camaro mode in 33 steps.","/transformers/images/thumbs/bumblebee-mpm-3-1111.jpg","C$339.12"
"1700702231-1555","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Bumblebee MPM-2","https://www.actionfigure411.com/transformers/masterpiece/special-edition/bumblebee-mpm-2-1110.php","Transformers Masterpiece Bumblebee MPM-2","Transformers Masterpiece Bumblebee MPM-2 
Transformers Masterpiece Bumblebee MPM-2 Special Edition.","/transformers/images/thumbs/bumblebee-mpm-2-1110.jpg","null"
"1700702233-1556","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Starscream MPM-01","https://www.actionfigure411.com/transformers/masterpiece/special-edition/starscream-mpm-01-1104.php","Transformers Masterpiece Starscream MPM-01","Transformers Masterpiece Starscream MPM-01 
Masterpiece Starscream MPM-01 is a redo of Leader Class Transformers (2010) Starscream without the Cybertronian glyphs on his body, and instead has an extensive, detailed paint scheme that matches his appearance in the first live action movie and the F-22 Raptors of the USAF First Fighter Wing from Langley Air Force Base.","/transformers/images/thumbs/starscream-mpm-01-1104.jpg","null"
"1700702236-1557","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Convoy MP-711","https://www.actionfigure411.com/transformers/masterpiece/special-edition/convoy-mp-711-1105.php","Transformers Masterpiece Convoy MP-711","Transformers Masterpiece Convoy MP-711 
Transformers Masterpiece Optimus Prime Convoy exclusive to Japanese 7-11 stores. All the extra accessories, trailer, Roller and Spike come with the 7-11 colors and logo.","/transformers/images/thumbs/convoy-mp-711-1105.jpg","C$660.02"
"1700702238-1558","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Silverstreak MP-18S","https://www.actionfigure411.com/transformers/masterpiece/special-edition/silverstreak-mp-18s-2733.php","Transformers Masterpiece Silverstreak MP-18S","Transformers Masterpiece Silverstreak MP-18S 
MP-18S Silverstreak Bluestreak Exclusive Version is highly articulated and transforms from a Nissan Fairlady 280Z-T Sports Car to robot and back and as a Masterpiece scaled figure scales with other MP scaled figures in the Transformers Masterpiece toyline.","/transformers/images/thumbs/silverstreak-mp-18s-2733.jpg","null"
"1700702240-1559","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Soundblaster MP-13B","https://www.actionfigure411.com/transformers/masterpiece/special-edition/soundblaster-mp-13b-788.php","Transformers Masterpiece Soundblaster MP-13B","Transformers Masterpiece Soundblaster MP-13B 
Transformers Masterpiece Soundblaster MP-13B. Utilizing the original Soundwave mold, Soundblaster is a black repaint version with a deepened cassette portal which enables him to carry two of his warriors at once. Soundblaster is the result of Soundwave�s final showdown with Blaster, the result of which left both destroyed. Soundwave�s body is blown apart, but the remains are salvaged by his cassette warriors and then Scorponok reconfigures the remains into Soundblaster.","/transformers/images/thumbs/soundblaster-mp-13b-788.jpg","null"
"1700702242-1560","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Lambor MP-12G","https://www.actionfigure411.com/transformers/masterpiece/special-edition/lambor-mp-12g-660.php","Transformers Masterpiece Lambor MP-12G","Transformers Masterpiece Lambor MP-12G 
Lambor MP-12G G-2 version","/transformers/images/thumbs/lambor-mp-12g-660.jpg","C$54.28"
"1700702244-1561","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Tigertrack MP-12T","https://www.actionfigure411.com/transformers/masterpiece/special-edition/tigertrack-mp-12t-631.php","Transformers Masterpiece Tigertrack MP-12T","Transformers Masterpiece Tigertrack MP-12T 
Transformers Masterpiece Tigertrack MP-12T","/transformers/images/thumbs/tigertrack-mp-12t-631.jpg","C$58.43"
"1700702246-1562","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Sunstorm MP-11S","https://www.actionfigure411.com/transformers/masterpiece/special-edition/sunstorm-mp-11s-630.php","Transformers Masterpiece Sunstorm MP-11S","Transformers Masterpiece Sunstorm MP-11S 
Transformers Masterpiece Sunstorm MP-11S","/transformers/images/thumbs/sunstorm-mp-11s-630.jpg","C$312.36"
"1700702249-1563","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Black Bape MP-10k","https://www.actionfigure411.com/transformers/masterpiece/special-edition/black-bape-mp-10k-1102.php","Transformers Masterpiece Black Bape MP-10k","Transformers Masterpiece Black Bape MP-10k 
Official A BATHING APE stores in Japan will launch a premium, high quality edition of the Convoy as a part of the upcoming Transformers x A BATHING APE collaboration! The Convoy, Transformer's masterpiece toy, will debut in a black color infused with BAPE's famous camouflage pattern and features an APE HEAD print on the shoulder.","/transformers/images/thumbs/black-bape-mp-10k-1102.jpg","C$420.45"
"1700702251-1564","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Red Bape MP-10R","https://www.actionfigure411.com/transformers/masterpiece/special-edition/red-bape-mp-10r-1103.php","Transformers Masterpiece Red Bape MP-10R","Transformers Masterpiece Red Bape MP-10R 
Transformers Masterpiece Optimus Prime Red Babe MP-10R exclusive. Featured on camouflage red and similar to the later produced Black Babe.","/transformers/images/thumbs/red-bape-mp-10r-1103.jpg","C$617.81"
"1700702253-1565","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Optimus Prime Convoy Bape Green MP-10A","https://www.actionfigure411.com/transformers/masterpiece/special-edition/optimus-prime-convoy-bape-green-mp-10a-1202.php","Transformers Masterpiece Optimus Prime Convoy Bape Green MP-10A","Transformers Masterpiece Optimus Prime Convoy Bape Green MP-10A 
Transformers Masterpiece Optimize Prime Convoy in green. Available exclusively from Japanese clothing company A Bathing Ape in 2014, MP Convoy Reissue BAPE Ver. is a trailer-less redeco of the MP-10 mold sporting a green color scheme matching the Convoy Reissue BAPE Ver. of the original G1 toy, with ""BAPE's famous camouflage pattern"" and an ape head print on the shoulder replacing the usual faction symbol.","/transformers/images/thumbs/optimus-prime-convoy-bape-green-mp-10a-1202.jpg","null"
"1700702255-1566","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Convoy Black MP-10B","https://www.actionfigure411.com/transformers/masterpiece/special-edition/convoy-black-mp-10b-576.php","Transformers Masterpiece Convoy Black MP-10B","Transformers Masterpiece Convoy Black MP-10B 
Transformers Masterpiece Convoy Black MP-10B","/transformers/images/thumbs/convoy-black-mp-10b-576.jpg","C$278.86"
"1700702257-1567","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Rodimus Black Convoy MP-9B","https://www.actionfigure411.com/transformers/masterpiece/special-edition/rodimus-black-convoy-mp-9b-629.php","Transformers Masterpiece Rodimus Black Convoy MP-9B","Transformers Masterpiece Rodimus Black Convoy MP-9B 
Transformers Masterpiece Rodimus Black Convoy MP-9B","/transformers/images/thumbs/rodimus-black-convoy-mp-9b-629.jpg","C$513.86"
"1700702260-1568","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","King Grimlock MP-8x","https://www.actionfigure411.com/transformers/masterpiece/special-edition/king-grimlock-mp-8x-625.php","Transformers Masterpiece King Grimlock MP-8x","Transformers Masterpiece King Grimlock MP-8x 
Transformers Masterpiece King Grimlock MP-8x","/transformers/images/thumbs/king-grimlock-mp-8x-625.jpg","null"
"1700702262-1569","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Optimus Prime Convoy Sleep Mode MP-4S","https://www.actionfigure411.com/transformers/masterpiece/special-edition/optimus-prime-convoy-sleep-mode-mp-4s-627.php","Transformers Masterpiece Optimus Prime Convoy Sleep Mode MP-4S","Transformers Masterpiece Optimus Prime Convoy Sleep Mode MP-4S 
Transformers Masterpiece Optimus Prime Convoy Sleep Mode MP-4S","/transformers/images/thumbs/optimus-prime-convoy-sleep-mode-mp-4s-627.jpg","C$900.82"
"1700702264-1570","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Starscream Ghost MP-3G","https://www.actionfigure411.com/transformers/masterpiece/special-edition/starscream-ghost-mp-3g-626.php","Transformers Masterpiece Starscream Ghost MP-3G","Transformers Masterpiece Starscream Ghost MP-3G 
Transformers Masterpiece Starscream Ghost MP-3G","/transformers/images/thumbs/starscream-ghost-mp-3g-626.jpg","null"
"1700702266-1571","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Convoy Last Production MP-1L","https://www.actionfigure411.com/transformers/masterpiece/special-edition/convoy-last-production-mp-1l-628.php","Transformers Masterpiece Convoy Last Production MP-1L","Transformers Masterpiece Convoy Last Production MP-1L 
Transformers Masterpiece Convoy Last Production MP-1L","/transformers/images/thumbs/convoy-last-production-mp-1l-628.jpg","null"
"1700702268-1572","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Convoy Black MP-1B","https://www.actionfigure411.com/transformers/masterpiece/special-edition/convoy-black-mp-1b-624.php","Transformers Masterpiece Convoy Black MP-1B","Transformers Masterpiece Convoy Black MP-1B 
Transformers Masterpiece Convoy Black MP-1B","/transformers/images/thumbs/convoy-black-mp-1b-624.jpg","C$438.32"
"1700702271-1573","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Trainbot Seizan (MPG-05)","https://www.actionfigure411.com/transformers/masterpiece/takara/trainbot-seizan-mpg-05-5680.php","Transformers Masterpiece Trainbot Seizan (MPG-05)","Transformers Masterpiece Trainbot Seizan (MPG-05) 
Bring the ultimate Transformers experience to your collection with Takara Tomy Transformers Masterpiece MPG-05 Trainbot Seizan! This adult collectible Transformers G1 action figure for adults features authentic Takara Tomy design and deco. The figure is showcased in premium deco and detail and comes in its original packaging with Japanese-language instructions.



Trainbot Seizan action figure converts between robot, train car, and combiner modes. Combines with other Transformers Masterpiece G figures to form Leiden (Raiden).



Includes Figure, 8 accessories, and instructions.","/transformers/images/thumbs/trainbot-seizan-mpg-05-5680.jpg","C$217.56"
"1700702273-1574","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Trainbot Suiken (MPG-04)","https://www.actionfigure411.com/transformers/masterpiece/takara/trainbot-suiken-mpg-04-5339.php","Transformers Masterpiece Trainbot Suiken (MPG-04)","Transformers Masterpiece Trainbot Suiken (MPG-04) 
Bring the ultimate Transformers experience to your collection with Takara Tomy Transformers Masterpiece MPG-04 Trainbot Suiken! This adult collectible Transformers G1 action figure for adults features authentic Takara Tomy design and deco. The figure is showcased in premium deco and detail and comes in its original packaging with Japanese-language instructions.



 Transformers G1 Trainbot Suiken action figure converts between robot, train car, and combiner modes. Figure combines with other Transformers Masterpiece G figures to form Leiden (Raiden)","/transformers/images/thumbs/trainbot-suiken-mpg-04-5339.jpg","C$195.02"
"1700702275-1575","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Trainbot Yukikaze (MPG-03)","https://www.actionfigure411.com/transformers/masterpiece/takara/trainbot-yukikaze-mpg-03-5342.php","Transformers Masterpiece Trainbot Yukikaze (MPG-03)","Transformers Masterpiece Trainbot Yukikaze (MPG-03) 
Takara Tomy's new Masterpiece G series features the trainbots made popular in the TV anime Transformers: The Headmasters. The next in the line is Yukikaze, a triple-changer that can transform from robot, to train engine, to combiner mode, and back again. When in train mode, Yukikaze can be displayed on the included rails. Set also includes a weapon, joint parts, a character card, and instructions.","/transformers/images/thumbs/trainbot-yukikaze-mpg-03-5342.jpg","C$214.75"
"1700702277-1576","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Trainbot Getsuei (MPG-02)","https://www.actionfigure411.com/transformers/masterpiece/takara/trainbot-getsuei-mpg-02-5341.php","Transformers Masterpiece Trainbot Getsuei (MPG-02)","Transformers Masterpiece Trainbot Getsuei (MPG-02) 
Takara Tomy's new Masterpiece G series features the trainbots made popular in the TV anime Transformers: The Headmasters. The next in the line is Getsuei, a triple-changer that can transform from robot, to train engine, to combiner mode, and back again. When in train mode, Getsuei can be displayed on the included rails. Set also includes a weapon, joint parts, a character card, and instructions.","/transformers/images/thumbs/trainbot-getsuei-mpg-02-5341.jpg","C$181.04"
"1700702279-1577","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Trainbot Shouki (MPG-01)","https://www.actionfigure411.com/transformers/masterpiece/takara/trainbot-shouki-mpg-01-5340.php","Transformers Masterpiece Trainbot Shouki (MPG-01)","Transformers Masterpiece Trainbot Shouki (MPG-01) 
Takara Tomy's new Masterpiece G series features the trainbots made popular in the TV anime Transformers: The Headmasters. The first in the line is Shouki, a triple-changer that can transform from robot, to train engine, to combiner mode, and back again. When in train mode, Shouki can be displayed on the included rails. Set also includes weapon, 2 seats, chest parts for the Raiden combiner, joint parts, a character card and instructions.","/transformers/images/thumbs/trainbot-shouki-mpg-01-5340.jpg","null"
"1700702281-1578","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Rhinox MP-59","https://www.actionfigure411.com/transformers/masterpiece/takara/rhinox-mp-59-7381.php","Transformers Masterpiece Rhinox MP-59","Transformers Masterpiece Rhinox MP-59 
Transformers Rhinox action figure converts between robot mode and rhinoceros mode.



Includes 2 gatling blasters, Spark-searching device, the Spark of Optimus Primal, and alternate face plate. One gatling blaster accessory can be stored inside the figure.



Also includes an adapter piece for the MP-32 Optimus Primal figure to ride the Rhinox figure.","/transformers/images/thumbs/rhinox-mp-59-7381.jpg","null"
